function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
1;binary;main;stdlib.h:375-375,stdio2.h:104-104,02.dotprod.c:5-62;100;0.71;0.71;0.71;0.71;0;1;
