loop_id;module;function_name;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
1;binary;main;02.dotprod.c:7-10;Innermost;100;1.06;1.06;1.06;1.06;0;1;
