function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
1;binary;main;stdlib.h:375-375,01.dotprod.c:5-56,stdio2.h:104-104;100;1.18;1.18;1.18;1.18;0;1;
